img,description
00041_00.jpg,The dress is a white Tommy Hilfiger T-shirt paired with a denim skirt featuring button details on the front.
00042_00.jpg,The dress is a floral print top with ruffled sleeves and white shorts.
00043_00.jpg,"The dress is a Calvin Klein Jeans logo T-shirt in pastel pink color, paired with high-waisted blue jeans."
00044_00.jpg,The dress is a purple Adidas T-shirt and matching track pants.
00045_00.jpg,The dress is a white t-shirt with a Pepsi logo and blue jeans.
00046_00.jpg,The dress is a black Tommy Hilfiger T-shirt paired with blue jeans.
00047_00.jpg,"The dress is a black, three-quarter sleeve blouse with a boat neckline and plaid pants."
00048_00.jpg,The dress is a white long-sleeved top paired with high-waisted blue jeans.
00049_00.jpg,"The dress is a black Champion T-shirt with white script and a red circle logo on the chest, paired with pink track pants featuring white stripes on the sides."
00050_00.jpg,"The dress is a long-sleeved, navy blue top with a round neckline and white pants."
00051_00.jpg,"The dress is a white blouse with a tie front and long sleeves, paired with beige pants."
00052_00.jpg,The dress is a white Calvin Klein Jeans T-shirt with a black logo and blue jeans.
00053_00.jpg,The dress is a navy blue Tommy Hilfiger T-shirt paired with dark blue jeans.
00054_00.jpg,The dress is a leopard print top with a red logo on the left chest and light blue jeans.
00056_00.jpg,A black Champion sweatshirt paired with blue jeans.
00058_00.jpg,"The dress is a long-sleeved, blue and white striped top with a boat neckline."
00059_00.jpg,The dress is a red tie-dye long-sleeved top paired with a green plaid skirt featuring a silver key embellishment on the front.
00061_00.jpg,"The dress is a white blouse with a bow tie at the collar and colorful stripes on the sleeves, paired with high-waisted blue jeans."
00062_00.jpg,"The dress is a black polo shirt with white buttons and a small white logo on the chest, paired with a white mini skirt."
00065_00.jpg,The dress is a black long-sleeved top with a tie front and high-waisted jeans.
00066_00.jpg,"The dress is a coral pink Adidas T-shirt with white trim and three red stripes on each sleeve, paired with bright red leggings."
00068_00.jpg,"The dress is a white long-sleeved top with gold buttons and a V-neckline, paired with dark blue jeans."
00070_00.jpg,The dress is a red Guess T-shirt with a white triangular logo on the chest and blue jeans.
00072_00.jpg,The dress is a maroon long-sleeved top with a cowl neck and black leggings underneath.
00073_00.jpg,The dress is a white Guess T-shirt with a small red triangle logo on the left chest and light blue jeans.
00076_00.jpg,"A mint green, grey, and white FILA logo T-shirt with white pants."
00077_00.jpg,The dress is a black spaghetti strap top with lace trim and layered necklaces.
00078_00.jpg,"The dress is a white T-shirt with ""DKNY"" printed in black letters across the chest."
00079_00.jpg,The dress is a blue button-up skirt with a fitted bodice and short sleeves featuring a pink leopard print pattern.
00080_00.jpg,"The dress is a long-sleeved, navy blue top with a crew neckline and a small logo on the left sleeve."
00082_00.jpg,The dress is a black long-sleeved turtleneck top paired with high-waisted dark blue jeans.
00083_00.jpg,The dress is a bright yellow Adidas T-shirt paired with white Adidas shorts.
00085_00.jpg,"The dress is a black long-sleeved top with a scoop neckline and a small logo on the left side of the chest, paired with black pants featuring red and white stripes on the sides."
00086_00.jpg,The dress is a white Adidas T-shirt with colorful floral patterns and black Adidas pants.
00087_00.jpg,The dress is a white Levis T-shirt with a colorful floral logo on the front and blue jeans.
00088_00.jpg,The dress is a white t-shirt with a small red logo on the left chest and blue jeans.
00089_00.jpg,The dress is a black short-sleeved t-shirt paired with rust-colored pants.
00090_00.jpg,"The dress is a blue, short-sleeved blouse with a front knot and black pants with buttons."
00091_00.jpg,The dress is a blue t-shirt with a small red logo on the left chest and light blue denim shorts with frayed edges at the bottom.
00092_00.jpg,"The dress is a white T-shirt with black stripes on the sleeves and collar, featuring a pattern of small dogs in various poses, paired with black wide-legged pants."
00093_00.jpg,"The dress is a black, sheer blouse with gold sequins and ruffled sleeves, paired with dark blue jeans."
00098_00.jpg,The dress is a Calvin Klein Jeans white t-shirt paired with checkered pants.
00099_00.jpg,"The dress is a white, short-sleeved, V-neck T-shirt with a relaxed fit and a pair of beige pants underneath."
00100_00.jpg,"The dress is a long-sleeved, navy blue blouse with a cut-out detail at the neckline and white pants."
00101_00.jpg,"""A black sleeveless dress with lace detailing and an emerald green satin skirt."""
00102_00.jpg,"The dress is a white Adidas T-shirt with black stripes on the sleeves and collar, paired with black Adidas pants featuring white stripes."
00103_00.jpg,The dress is a black long-sleeved top with leopard print shoulder details.
00104_00.jpg,The dress is a white Champion sweatshirt paired with a maroon skirt.
00105_00.jpg,"The dress is a black short-sleeved top with mesh inserts on the sleeves and a pocket on the left side, paired with blue jeans."
00106_00.jpg,"The dress is a black polo shirt with an embroidered bear and the word ""Polo"" on the left chest, paired with high-waisted black leather pants."
00107_00.jpg,The dress is a red Levi's T-shirt with a heart design and black leggings.
00109_00.jpg,"The dress is a pink, short-sleeved, ribbed polo shirt with ruffled collar and cuffs, paired with dark blue denim shorts."
00111_00.jpg,"The dress is a navy blue blouse with a subtle white floral pattern and 3/4 sleeves, paired with light blue jeans."
00113_00.jpg,The dress is a cream-colored t-shirt featuring a geometric and mystical design with a bird and moon motif.
00114_00.jpg,The dress is a black long-sleeved top with a zebra print pattern and high-waisted black jeans.
00115_00.jpg,"The dress is a sleeveless, white knit top with colorful tassel details on the neckline."
00117_00.jpg,The dress is a white long-sleeved crop top with a colorful checkered pattern and a black faux leather mini skirt with silver zippers on the side.
00118_00.jpg,The dress is a white V-neck T-shirt paired with blue jeans.
00119_00.jpg,"The dress is a white sleeveless top with lace trim on the neckline and shoulders, paired with dark jeans."
00120_00.jpg,"The dress is a white, short-sleeved t-shirt with a round neckline and black pants."
00122_00.jpg,The dress is a sequined top with thin straps and a pleated blue skirt.
00123_00.jpg,The dress is a black blouse with colorful polka dot patterns and maroon pants.
00124_00.jpg,"The dress is a white crop top featuring a panda holding bamboo and the text ""GO SLOW!"" along with a red leaf on the left side, paired with a leopard print skirt."
00125_00.jpg,"""Adidas Originals leopard print T-shirt with pink trim and black pants."""
00128_00.jpg,"""A woman wearing a white polo shirt and pink striped pants."""
00129_00.jpg,The dress is a red Calvin Klein T-shirt paired with white pants.
00130_00.jpg,The dress is a black and white leopard print skirt with lace sleeves.
00131_00.jpg,The dress is a teal lace top with long sleeves and a navy skirt.
00132_00.jpg,The dress is a mustard yellow short-sleeved top paired with navy blue pinstripe pants.
00133_00.jpg,The dress is a white top with yellow horizontal stripes and yellow high-waisted pants.
00134_00.jpg,The dress is a floral print top with green sleeves and black shorts.
00136_00.jpg,The dress is a gray Calvin Klein crop top paired with white shorts.
00137_00.jpg,"The dress is a sleeveless white blouse with a high collar and buttons down the front, paired with blue jeans."
00139_00.jpg,The dress is a white long-sleeved T-shirt with a silver EA7 logo on the front and blue jeans.
00140_00.jpg,"The dress is a white Levis t-shirt with black trim and a small red logo on the chest, paired with high-waisted blue jeans."
00143_00.jpg,The dress is a green t-shirt with a white triangle logo on the left chest and black jeans.
00144_00.jpg,"A white Champion hoodie with blue and red logo patches on the sleeves, paired with light blue jeans."
00146_00.jpg,"The dress is a black faux leather mini skirt with silver buttons down the front and a floral print long-sleeve top with black, white, and red flowers."
00147_00.jpg,"The dress is a black velvet top with long sleeves and a fitted waist, paired with a beige plaid skirt."
00148_00.jpg,"The dress is a light green Adidas T-shirt with white stripes on the sleeves and collar, paired with matching Adidas sweatpants."
00150_00.jpg,The dress is a navy blue polo shirt with a small white logo on the chest and blue jeans.
00153_00.jpg,"""A black t-shirt with 'Sad Boy' embroidered on the left chest."""
00154_00.jpg,"A black and neon yellow dress with a white square on the chest displaying ""SNO"" in grey letters, paired with black pants and a black belt with a silver buckle."
00155_00.jpg,"The dress is a floral print spaghetti strap top with black as the base color, paired with black high-waisted trousers."
00156_00.jpg,The dress is a black sleeveless top with a cut-out neckline and checkered pants.
00157_00.jpg,The dress is a black EA7 Emporio Armani T-shirt and matching leggings set.
00159_00.jpg,The dress is a grey long-sleeved top with a small red logo on the left chest and black jeans.
00161_00.jpg,"The dress is a loose-fitting olive green t-shirt with short sleeves and a mock neck, paired with beige pants featuring front pockets."
00162_00.jpg,The dress is a navy blue long-sleeved top paired with white jeans.
00163_00.jpg,The dress is a red Adidas T-shirt paired with blue Adidas track pants.
00164_00.jpg,"The dress is a pink Calvin Klein Jeans crop top paired with a white skirt featuring black ""CK"" logos."
00165_00.jpg,The dress is a black polo shirt with white buttons and a small logo on the left chest.
00166_00.jpg,"The dress is a cream-colored blouse with a black lace collar and long sleeves, paired with high-waisted dark jeans."
00167_00.jpg,The dress is a navy blue long-sleeved top paired with brown checkered pants.
00168_00.jpg,"The dress is a black Adidas T-shirt with white stripes on the sleeves and collar, paired with lavender track pants."
00169_00.jpg,The dress is a navy blue Polo Sport Ralph Lauren T-shirt paired with light blue jeans.
00170_00.jpg,The dress is a sleeveless navy blue shirt with white polka dots and denim shorts.
00171_00.jpg,"""A woman wearing a pink top and navy striped pants."""
00172_00.jpg,The dress is a black t-shirt with a white pocket on the left side and gray sweatpants.
00173_00.jpg,"The dress is a long-sleeved, black top with a crew neckline and fitted fit."
00174_00.jpg,The dress is a red Nike sweatshirt paired with plaid pants.
00175_00.jpg,The dress is a white short-sleeved top paired with a coral pleated skirt.
00179_00.jpg,The dress is a black sleeveless bodysuit with adjustable straps and olive green pants featuring a button at the waist.
00180_00.jpg,"The dress is a navy blue sleeveless top with red trim and a Tommy Sport logo on the chest, paired with bright red leggings."
00181_00.jpg,"The dress is a black, glossy mini skirt with a front zipper and a fitted silhouette."
00182_00.jpg,The dress is a brown sleeveless top paired with checkered pants.
00183_00.jpg,"The dress is a white, short-sleeved t-shirt."
00184_00.jpg,The dress is a two-piece outfit consisting of a black sequined crop top and a brown pleated skirt.
00185_00.jpg,The dress is a white t-shirt with black text and black jeans.
00186_00.jpg,Yellow t-shirt with a pocket and dark blue pants.
00187_00.jpg,The dress is a red ribbed long-sleeved top with lace details and black jeans.
00188_00.jpg,"The dress is a black blouse with colorful embroidery on the sleeves and neckline, paired with pink pants."
00189_00.jpg,The dress is a black long-sleeved top with a V-neckline and gray pants with a tie waist.
00192_00.jpg,"The dress is a white T-shirt featuring an image of Edvard Munch's ""The Scream"" and text stating ""this item is sold out."""
00193_00.jpg,"The dress is a black long-sleeved top with a boat neckline and fitted sleeves, paired with light blue jeans secured by a black belt."
00194_00.jpg,The dress is an olive green V-neck T-shirt paired with rust-colored corduroy pants.
00195_00.jpg,The dress is a navy blue long-sleeved top with lace trim at the neckline and red corduroy pants.
00196_00.jpg,"""A black long-sleeved top and a gray herringbone skirt."""
00197_00.jpg,The dress is a black V-neck T-shirt with an embroidered logo on the left chest and a denim apron with gray accents.
00199_00.jpg,"The dress is a white, short-sleeved top with a mock neck and black pants underneath."
00200_00.jpg,The dress is a white t-shirt featuring a gold circular logo with text and an image of a person's head.
00201_00.jpg,"The dress is a coral-colored t-shirt with a small green logo on the left chest area, paired with light blue jeans featuring a front slit and distressed details on the thighs."
00202_00.jpg,"""A black dress with a lace collar and long sleeves."""
00203_00.jpg,"The dress is a white T-shirt with ""I ❤️ P.o."" printed on it, paired with blue jeans."
00204_00.jpg,The dress is a black long-sleeved top with white polka dots on the sleeves and white high-waisted jeans.
00209_00.jpg,The dress is a red pol dot print short-sleeved blouse with a tie at the neck and white pants.
00210_00.jpg,"The dress is a black long-sleeved top with a deep V-neckline and a fitted waist, paired with houndstooth-patterned pants."
00211_00.jpg,The dress is a white long-sleeved top with lace details on the sleeves and black high-waisted jeans.
00212_00.jpg,"The dress is a black, short-sleeved top with a round neckline and loose-fitting black pants with a drawstring waist."
00213_00.jpg,The dress is a tan long-sleeved top paired with a checkered mini skirt.
00214_00.jpg,"The dress is a black t-shirt with colorful floral embroidery and the text ""LEVI'S STRAUS & Co."" in yellow and blue letters."
00215_00.jpg,The dress is a navy blue Hollister California T-shirt paired with white high-waisted jeans.
00216_00.jpg,The dress is a silver sequined top and a black sequined skirt.
00217_00.jpg,The dress is a white Tommy Hilfiger T-shirt paired with dark blue jeans.
00218_00.jpg,"The dress is a white, long-sleeved, fitted top."
00219_00.jpg,"The dress is a colorful, patterned top with a leopard print section and houndstooth checkered sections, paired with light pink high-waisted trousers."
00220_00.jpg,The dress is a teal lace top paired with black pants.
00221_00.jpg,"The dress is a pastel pink Adidas t-shirt with white and purple trim, paired with grey Adidas sweatpants."
00222_00.jpg,"The dress is a white Levi's T-shirt with a black and pink floral graphic on the front, paired with high-waisted blue jeans."
00224_00.jpg,"The dress is a white, long-sleeved top with a boat neckline and a fitted waistline."
00225_00.jpg,"The dress is a mustard yellow, long-sleeved, ribbed top with a front knot and high-waisted blue jeans."
00226_00.jpg,The dress is a black floral print blouse paired with white pants.
00227_00.jpg,"""A cropped, long-sleeved, light pink Tommy Jeans sweatshirt paired with high-waisted, light blue jeans."""
00229_00.jpg,The dress is a white long-sleeved top with a scoop neckline and light blue jeans.
00230_00.jpg,The dress is a mustard yellow t-shirt with a floral tattoo on the left arm and navy blue high-waisted pants.
00231_00.jpg,The dress is a black long-sleeved turtleneck top paired with high-waisted blue jeans.
00232_00.jpg,The dress is a navy blue Tommy Hilfiger T-shirt paired with light blue jeans.
00233_00.jpg,The dress is a black sleeveless top with an orange grid pattern on the front and orange leggings.
00234_00.jpg,"The dress is a long-sleeved, knee-length dress with colorful vertical stripes and a fitted silhouette."
00235_00.jpg,"The dress is a mustard yellow blouse with long sleeves and a V-neckline, paired with black leather shorts."
00236_00.jpg,"The dress is a long-sleeved, off-white top with a crew neck and a slightly flared hemline."
00238_00.jpg,The dress is a light purple tank top with a small Under Armour logo on the left side of the chest and gray shorts.
00239_00.jpg,The dress is a maroon turtle neck top paired with leopard print pants featuring button closures on the waist and side pockets.
00240_00.jpg,"""Lavender metallic long-sleeved top."""
00241_00.jpg,The dress is a white Under Armour tank top with a knot at the waist and maroon leggings.
00242_00.jpg,The dress is a white Versace Jeans Couture T-shirt paired with a white denim skirt adorned with gold buttons.
00243_00.jpg,"The dress is a black, long-sleeved top with mesh panels and light blue jeans."
00244_00.jpg,"The dress is a black, short-sleeved top with a V-neckline and cream-colored pants."
00245_00.jpg,"""The dress is a striped, square-neck, three-quarter sleeve top in brown and white colors."""
00246_00.jpg,The dress is an olive green long-sleeved crop top with a cutout design and black jeans.
00247_00.jpg,"The dress is a maroon-colored t-shirt with a small white logo on the left chest area, paired with off-white high-waisted jeans."
00248_00.jpg,"The dress is a black long-sleeved top with lace detailing on the shoulders and neckline, paired with gray jeans."
00250_00.jpg,The dress is a white T-shirt with a black circular logo on the chest and black leather shorts.
00251_00.jpg,The dress is a coral pink long-sleeved crop top with a Puma logo on the left chest and black cargo pants.
00252_00.jpg,"The dress is a long-sleeved, high-necked blouse with a blue and black polka dot pattern."
00253_00.jpg,"""The dress is a black knit dress adorned with pink and green floral patterns."""
00255_00.jpg,"The dress is a white, loose-fitting top with a scoop neckline and short sleeves, paired with black denim shorts featuring a drawstring waistband."
00256_00.jpg,The dress is a black velvet hal with a high neckline and a pair of loose blue jeans tied around the waist.
00257_00.jpg,The dress is a white T-shirt with a leopard print skirt.
00258_00.jpg,"The dress is a blue, short-sleeved, V-neck t-shirt with a slightly fitted fit."
00263_00.jpg,"The dress is a black plaid print top with thin straps and a flared skirt, worn over gray jeans."
00264_00.jpg,The dress is a black long-sleeved top paired with beige pants featuring a belt and pockets.
00266_00.jpg,The dress is a black and gold leopard print short-sleeved dress with a fitted waist and a pleated bodice.
00267_00.jpg,The dress is a black sleeveless top with a silver embellished collar and high-waisted blue jeans.
00269_00.jpg,"""A stylish blue blouse with orange polka dots and a bow tie neckline, paired with black pleated pants."""
00270_00.jpg,The dress is a white long-sleeved top with a boat neckline and a pair of blue jeans.
00271_00.jpg,The dress is a floral print Adidas crop top and leggings set.
00275_00.jpg,"The dress is a navy blue polo shirt with a gold embroidered horse logo on the left chest and a plaid skirt with black, green, and white colors."
00276_00.jpg,"The dress is a black long-sleeved top with gold buttons on the cuffs and a plaid skirt with green, blue, and red colors."
00279_00.jpg,The dress is a black long-sleeved top with a white band at the bottom and white pants.
00280_00.jpg,The dress is a white t-shirt with a small logo on the left side and blue denim shorts with a tie waistband.
00281_00.jpg,"The dress is a casual, light gray t-shirt with a knot at the waist and short sleeves."
00282_00.jpg,The dress is a one-shoulder white long-sleeved top paired with a light blue denim skirt.
00283_00.jpg,The dress is a black sequined spaghetti strap top with a fitted silhouette and a high neckline.
00284_00.jpg,"The dress is a white long-sleeved top with floral embroidery on the shoulders and sleeves, paired with beige pleated pants."
00285_00.jpg,The dress is a gray T-shirt with a silver sequined logo on the front and light gray jeans with distressed details at the bottom.
00288_00.jpg,"The dress is a white T-shirt featuring an abstract face design on the front, paired with beige drawstring pants."
00289_00.jpg,The dress is a black and pink plaid top with ruffled details and cream-colored pants.
00292_00.jpg,"The dress is a long-sleeved, gray Guess USA logo T-shirt paired with blue jeans."
00293_00.jpg,"The dress is a long-sleeved, form-fitting bodysuit with a snake and butterfly print."
00294_00.jpg,The dress is a beige and white striped long-sleeved top paired with a cream-colored denim skirt featuring a button at the waistline.
00296_00.jpg,The dress is a blue sleeveless top with a round neckline and maroon high-waisted trousers.
00298_00.jpg,The dress is a black crop top with silver buttons and white high-waisted pants with gold buttons.
00299_00.jpg,"The dress is a white, short-sleeved top with a boat neckline and rolled-up sleeves."
00300_00.jpg,"The dress is black and long-sleeved, with a V-neckline and a fitted silhouette."
00301_00.jpg,"The dress is a white floral print top with the word ""LOVE"" and images of animals and flowers, paired with high-waisted cream-colored pants."
00303_00.jpg,The dress is a light gray sleeveless top with gold sequin embellishments and black jeans.
00304_00.jpg,The dress is a black floral print long-sleeved top paired with high-waisted jeans.
00305_00.jpg,"The dress is a black, short-sleeved top with a mock neck and blue jeans."
00306_00.jpg,The dress is a long-sleeved olive green turtleneck top paired with dark blue pants.
00307_00.jpg,"The dress is a teal-green, long-sleeved top with a deep V-neckline and a satin skirt."
00308_00.jpg,"The dress is a black short-sleeved top with ruffled shoulders and a high neckline, paired with light blue jeans."
00309_00.jpg,The dress is a black Nike Air T-shirt and matching sweatpants.
00310_00.jpg,"The dress is a grey checkered top with a cowl neck and 3/4 sleeves, paired with black pants."
00313_00.jpg,The dress is a black off-the-shoulder top with lace trim and blue jeans.
00314_00.jpg,The dress is a black long-sleeved top paired with a leopard print skirt.
00315_00.jpg,"The dress is a navy blue t-shirt with a small white logo on the left chest area, paired with white pants."
00316_00.jpg,"The dress is a light blue, short-sleeved top with a round neckline and black pants."
00317_00.jpg,"""The dress is a teal and turquoise patterned top with a boat neckline and white pants."""
00318_00.jpg,"The dress is a black short-sleeved t-shirt with a small white logo on the left chest area, worn over gray athletic pants."
00319_00.jpg,"The dress is a white blouse with ruffled sleeves and a flared skirt, paired with beige pants."
00320_00.jpg,"The dress is a blue and black patterned top with ruffled sleeves and a round neckline, worn over jeans."
00321_00.jpg,"The dress is a colorful, patterned top with a mix of solid and dotted sections, paired with cream-colored pants."
00322_00.jpg,The dress is a black one-shoulder top paired with a floral skirt.
00323_00.jpg,"The dress is a long-sleeved, green and white striped shirt with black trim around the collar and cuffs, paired with blue jeans."
00324_00.jpg,"The dress is a white T-shirt with the word ""FILA"" written on it in blue and red letters."
00325_00.jpg,"""A woman wearing a long-sleeved, magenta-colored sweatshirt with white text on the left side of the chest and blue jeans with distressed patches."""
00327_00.jpg,"The dress is a long-sleeved, navy blue top paired with a light blue skirt featuring black leaf patterns."
00328_00.jpg,The North Face logo is printed on a black T-shirt.
00329_00.jpg,The dress is a white long-sleeved top paired with a brown suede skirt.
00331_00.jpg,The dress is a white T-shirt with tropical graphics and blue high-waisted pants with a belt.
00332_00.jpg,"The dress is a short-sleeved, orange and white striped t-shirt paired with light blue jeans."
00334_00.jpg,The dress is a black and yellow striped long-sleeved top paired with black jeans.
00335_00.jpg,The dress is a white crop top and shorts set with orange trim and MSGD Limited Essentials branding.
00336_00.jpg,"The dress is a black top with a silver sequined pattern on the front and back, featuring a V-neckline and short sleeves."
00337_00.jpg,The dress is a black crop top with a leopard print logo and matching leggings.
00338_00.jpg,The dress is a dark green t-shirt with a small logo on the left chest area and dark blue jeans.
00340_00.jpg,"The dress is a navy blue, short-sleeved, ribbed t-shirt."
00341_00.jpg,"The dress is a long-sleeved, multicolored striped top with a boat neckline and teal pants."
00342_00.jpg,"The dress is a green long-sleeved polo shirt with a collar and buttons, paired with olive-green cargo pants featuring a belt and side pockets."
00343_00.jpg,The dress is a light green t-shirt with a small logo on the left chest and light blue jeans with a front slit.
00344_00.jpg,"The dress is a rust-colored, three-quarter sleeve top with a boat neckline and fitted fit."
00346_00.jpg,"The dress is a black, short-sleeved, glittery mini dress with a high neckline and a fitted silhouette."
00347_00.jpg,"The dress is a navy blue T-shirt with colorful text and graphics, paired with blue jeans."
00350_00.jpg,"The dress is a long-sleeved, cream-colored henley shirt with a V-neckline and button closure at the chest."
00351_00.jpg,"""Striped long-sleeve top with lace details and blue jeans."""
00352_00.jpg,The dress is a black velvet square-neck long-sleeved top paired with a plaid skirt.
00354_00.jpg,"The dress is a brown, short-sleeved top with a round neckline and black pants."
00355_00.jpg,The dress is a black Nike long-sleeved top with a white Nike logo on the chest and red Nike sweatpants.
00356_00.jpg,"The dress is a red Nike tank top with a gold Nike swoosh and text on the front, paired with black leggings."
00357_00.jpg,The dress is a mustard yellow long-sleeved top with a turtle neck and white high-waisted pants.
00358_00.jpg,"The dress is a black floral print blouse with a V-neck and short sleeves, paired with blue jeans."
00359_00.jpg,"The dress is a light blue T-shirt with the word ""benetton"" written on it."
00360_00.jpg,The dress is a gray ribbed turtleneck sweater paired with cream-colored high-waisted pants.
00361_00.jpg,"""Maroon floral print Adidas t-shirt and leggings set."""
00362_00.jpg,"""A stylish black dress featuring a deep V-neckline, long sleeves, and a fitted skirt with a subtle patterned hem."""
00363_00.jpg,"The dress is a floral-patterned, long-sleeved top with a cowl neck and lace sleeves, worn over black jeans."
00364_00.jpg,The dress is a black lace top with short sleeves and a leopard print skirt with a zipper detail at the front.
00365_00.jpg,The dress is a light blue Puma T-shirt with black leggings featuring red and white stripes on the sides.
00366_00.jpg,The dress is a pink Levis T-shirt paired with black denim shorts.
00367_00.jpg,The dress is a pink Levis t-shirt with red trim and light blue denim shorts.
00368_00.jpg,"The dress is a navy blue long-sleeved top with silver buttons and Guess branding on the left side, paired with matching jeans."
00369_00.jpg,"The dress is a black skirt adorned with gold and silver chain patterns, featuring small diamond-like embellishments and the word ""PINKO"" embroidered at the bottom."
00370_00.jpg,"The dress is a blue and black floral print blouse with a high collar and long sleeves, paired with a white skirt."
00371_00.jpg,"""A black dress with white polka dots and a bow at the waist."""
00372_00.jpg,The dress is a black Puma logo T-shirt paired with white sweatpants.
00374_00.jpg,"The dress is a white t-shirt with a small pink logo on the left side of the chest, paired with blue jeans."
00375_00.jpg,The dress is a white tank top paired with a patterned skirt featuring blue and white geometric designs.
00377_00.jpg,The dress is a white t-shirt with a small embroidered design on the left side of the chest.
00378_00.jpg,"The dress is a white t-shirt with a lemon graphic and text, paired with black shorts and a white belt."
00379_00.jpg,The dress is a black and white striped t-shirt paired with a white skirt featuring a bow at the waist.
00380_00.jpg,"""Mint green t-shirt with star pattern and 'Superdry Premium Brand' text."""
00381_00.jpg,"""Gray ribbed sweater with a deep V-neck and long sleeves."""
00382_00.jpg,"The dress is a long-sleeved, leopard print top with black accents and white pants."
00383_00.jpg,The dress is a black short-sleeved top paired with a checkered skirt.
00384_00.jpg,The dress is a black blouse with pink polka dots and white pants with silver buttons.
00385_00.jpg,The dress is a black and white striped t-shirt with short sleeves and a round neckline.
00386_00.jpg,"The dress is a black top with lace details on the shoulders and sleeves, paired with dark blue jeans."
00387_00.jpg,"The dress is a black long-sleeved top with lace detailing at the collar and cuffs, paired with gray jeans."
00388_00.jpg,"The dress is a white t-shirt with a graphic of a sun and waves, along with the text ""BLUE VIB"" and stars."
00389_00.jpg,"The dress is a floral print blouse with a bow neckline and long sleeves, paired with high-waisted jeans."
00390_00.jpg,"The dress is a white, short-sleeved t-shirt with a round neckline and a slightly flared bottom hem."
00391_00.jpg,"The dress is a white T-shirt with black and red lettering, featuring leopard print and floral designs, paired with black high-waisted trousers adorned with gold buttons."
00392_00.jpg,"The dress is a teal green long-sleeved blouse with a mock neck and cuffs details, paired with rust-colored pants."
00393_00.jpg,The dress is a black and white striped V-neck T-shirt paired with light blue jeans.
00394_00.jpg,"The dress is a white t-shirt with small embroidered designs on the front and back, paired with blue jeans."
00398_00.jpg,The dress is a brown ribbed long-sleeved top paired with black jeans featuring distressed knees.
00399_00.jpg,"The dress is a black T-shirt featuring a white graphic of Karl Lagerfeld and his cat Choupette, paired with black high-waisted jeans."
00402_00.jpg,The dress is a black lace top with long sleeves and olive green wide-legged pants.
00403_00.jpg,The dress is a coral pink short-sleeved blouse with a bow detail at the neckline and black pants underneath.
00404_00.jpg,"""Lavender polo shirt with white pants and brown belt."""
00405_00.jpg,"The dress is a white crop top with black and blue accents, featuring an Umbro logo and long sleeves with black and white stripes."
00406_00.jpg,The dress is a gray Tommy Hilfiger T-shirt paired with blue jeans.
00407_00.jpg,"The dress is a grey T-shirt with a green dinosaur embroidered on the left chest pocket, paired with white pants and a black belt."
